loan_id,origination_date,loan_product,monthly_income_inr,cibil_score,loan_amount_inr,interest_rate_pct,dti_ratio,days_past_due,ind_as_stage,default_flag,is_approved,decision_reason,risk_tier
LN042504,2026-05-06,Consumer Durable,30100.0,753,57000.0,16.45,0.378,0,Current,0,True,Approved,Tier 2: Prime
LN042508,2026-01-28,Two-Wheeler,69900.0,695,71000.0,17.42,0.356,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042513,2025-09-30,Personal Loan,109700.0,817,938000.0,15.38,0.418,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042514,2025-05-11,Consumer Durable,46300.0,758,15000.0,16.37,0.34,0,Current,0,True,Approved,Tier 2: Prime
LN042515,2024-11-05,Consumer Durable,43000.0,689,66000.0,17.52,0.55,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042516,2025-05-29,Consumer Durable,30500.0,789,39000.0,15.85,0.442,0,Current,0,True,Approved,Tier 2: Prime
LN042520,2025-04-29,Personal Loan,26000.0,691,263000.0,17.48,0.492,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042521,2024-08-14,Consumer Durable,80900.0,752,71000.0,16.47,0.356,0,Current,0,True,Approved,Tier 2: Prime
LN042522,2025-05-21,Consumer Durable,131500.0,671,27000.0,17.82,0.244,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042523,2025-04-20,Personal Loan,71000.0,685,747000.0,17.58,0.549,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042525,2024-09-21,Personal Loan,80200.0,771,65000.0,16.15,0.3,0,Current,0,True,Approved,Tier 2: Prime
LN042527,2025-06-17,Consumer Durable,35800.0,690,80000.0,17.5,0.519,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042529,2026-03-19,Personal Loan,42300.0,680,296000.0,17.67,0.453,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042532,2026-01-29,Consumer Durable,52500.0,694,50000.0,17.43,0.135,4,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN042533,2025-12-01,Consumer Durable,15600.0,706,41000.0,17.23,0.452,0,Current,0,True,Approved,Tier 3: Near Prime
LN042534,2024-12-23,Two-Wheeler,90600.0,651,92000.0,18.15,0.142,112,Stage 3 (Default),1,True,Approved,Tier 4: Sub-Prime
LN042535,2024-12-04,Two-Wheeler,100700.0,732,144000.0,16.8,0.516,0,Current,0,True,Approved,Tier 3: Near Prime
LN042537,2026-06-27,Personal Loan,72900.0,892,101000.0,14.13,0.236,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042538,2025-11-17,Consumer Durable,42900.0,701,49000.0,17.32,0.527,0,Current,0,True,Approved,Tier 3: Near Prime
LN042539,2026-04-02,Two-Wheeler,23900.0,658,69000.0,18.03,0.493,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042541,2025-10-25,Personal Loan,124100.0,755,976000.0,16.42,0.514,0,Current,0,True,Approved,Tier 2: Prime
LN042545,2025-05-06,Consumer Durable,48000.0,785,66000.0,15.92,0.154,0,Current,0,True,Approved,Tier 2: Prime
LN042547,2024-12-26,Two-Wheeler,37900.0,805,44000.0,15.58,0.395,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042548,2026-05-06,Two-Wheeler,45400.0,757,147000.0,16.38,0.335,3,Stage 1,0,True,Approved,Tier 2: Prime
LN042550,2025-05-16,Personal Loan,68500.0,723,104000.0,16.95,0.36,0,Current,0,True,Approved,Tier 3: Near Prime
LN042551,2025-11-06,Personal Loan,87000.0,698,375000.0,17.37,0.378,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042555,2025-09-02,Consumer Durable,41100.0,733,23000.0,16.78,0.26,0,Current,0,True,Approved,Tier 3: Near Prime
LN042557,2026-07-23,Consumer Durable,29600.0,709,80000.0,17.18,0.4,0,Current,0,True,Approved,Tier 3: Near Prime
LN042558,2025-12-04,Personal Loan,34400.0,795,132000.0,15.75,0.478,0,Current,0,True,Approved,Tier 2: Prime
LN042559,2024-11-04,Two-Wheeler,29800.0,676,150000.0,17.73,0.455,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042560,2025-02-28,Two-Wheeler,49000.0,791,134000.0,15.82,0.335,0,Current,0,True,Approved,Tier 2: Prime
LN042562,2024-10-10,Personal Loan,61500.0,756,418000.0,16.4,0.359,0,Current,0,True,Approved,Tier 2: Prime
LN042564,2025-11-30,Personal Loan,64000.0,822,436000.0,15.3,0.439,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042566,2025-06-11,Two-Wheeler,89900.0,682,134000.0,17.63,0.305,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042567,2024-08-30,Two-Wheeler,79800.0,787,76000.0,15.88,0.465,0,Current,0,True,Approved,Tier 2: Prime
LN042568,2025-02-01,Consumer Durable,15000.0,727,39000.0,16.88,0.467,25,Stage 1,0,True,Approved,Tier 3: Near Prime
LN042569,2026-03-02,Personal Loan,81300.0,705,56000.0,17.25,0.494,0,Current,0,True,Approved,Tier 3: Near Prime
LN042570,2024-11-08,Consumer Durable,15000.0,807,42000.0,15.55,0.203,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042571,2024-12-05,Two-Wheeler,24300.0,734,93000.0,16.77,0.433,0,Current,0,True,Approved,Tier 3: Near Prime
LN042572,2024-10-28,Personal Loan,91100.0,758,666000.0,16.37,0.451,0,Current,0,True,Approved,Tier 2: Prime
LN042573,2026-03-24,Two-Wheeler,35400.0,714,104000.0,17.1,0.537,0,Current,0,True,Approved,Tier 3: Near Prime
LN042574,2025-10-10,Two-Wheeler,125000.0,652,118000.0,18.13,0.156,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042577,2025-02-15,Two-Wheeler,34800.0,800,68000.0,15.67,0.517,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042578,2025-12-28,Consumer Durable,120800.0,657,56000.0,18.05,0.396,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042579,2024-10-03,Consumer Durable,36800.0,821,31000.0,15.32,0.315,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042580,2025-06-21,Two-Wheeler,16100.0,706,103000.0,17.23,0.539,0,Current,0,True,Approved,Tier 3: Near Prime
LN042581,2025-12-16,Two-Wheeler,28100.0,685,132000.0,17.58,0.37,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042582,2026-01-30,Consumer Durable,52800.0,799,55000.0,15.68,0.319,0,Current,0,True,Approved,Tier 2: Prime
LN042583,2024-12-09,Consumer Durable,30600.0,861,75000.0,14.65,0.477,23,Stage 1,0,True,Approved,Tier 1: Prime Plus
LN042584,2025-07-21,Consumer Durable,205700.0,751,25000.0,16.48,0.453,0,Current,0,True,Approved,Tier 2: Prime
LN042587,2024-09-17,Consumer Durable,27100.0,689,22000.0,17.52,0.41,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042588,2025-02-06,Personal Loan,83200.0,768,344000.0,16.2,0.284,37,Stage 2,0,True,Approved,Tier 2: Prime
LN042589,2024-09-01,Two-Wheeler,41500.0,689,140000.0,17.52,0.256,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042592,2024-09-02,Personal Loan,61000.0,812,103000.0,15.47,0.38,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042593,2025-03-31,Consumer Durable,59000.0,668,45000.0,17.87,0.397,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042596,2025-04-06,Two-Wheeler,20000.0,727,75000.0,16.88,0.391,0,Current,0,True,Approved,Tier 3: Near Prime
LN042597,2025-01-28,Consumer Durable,51200.0,689,65000.0,17.52,0.473,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042598,2026-06-20,Personal Loan,195400.0,673,409000.0,17.78,0.239,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042600,2024-11-03,Two-Wheeler,90700.0,768,44000.0,16.2,0.349,0,Current,0,True,Approved,Tier 2: Prime
LN042601,2024-09-28,Consumer Durable,67200.0,731,44000.0,16.82,0.221,0,Current,0,True,Approved,Tier 3: Near Prime
LN042603,2024-09-05,Consumer Durable,42400.0,763,24000.0,16.28,0.375,0,Current,0,True,Approved,Tier 2: Prime
LN042605,2024-08-19,Personal Loan,37500.0,668,387000.0,17.87,0.496,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042606,2026-01-13,Personal Loan,70500.0,849,746000.0,14.85,0.493,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042607,2025-11-22,Personal Loan,82200.0,659,511000.0,18.02,0.341,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042609,2026-05-10,Two-Wheeler,37700.0,825,140000.0,15.25,0.29,4,Stage 1,0,True,Approved,Tier 1: Prime Plus
LN042611,2025-03-02,Two-Wheeler,89300.0,763,54000.0,16.28,0.482,0,Current,0,True,Approved,Tier 2: Prime
LN042612,2024-12-12,Consumer Durable,83100.0,659,47000.0,18.02,0.386,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042613,2025-04-18,Consumer Durable,118900.0,866,27000.0,14.57,0.173,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042614,2026-03-23,Two-Wheeler,30100.0,699,70000.0,17.35,0.44,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042616,2024-09-24,Two-Wheeler,132300.0,752,42000.0,16.47,0.133,0,Current,0,True,Approved,Tier 2: Prime
LN042617,2026-01-07,Personal Loan,108500.0,712,723000.0,17.13,0.527,0,Current,0,True,Approved,Tier 3: Near Prime
LN042620,2025-09-25,Two-Wheeler,57100.0,823,86000.0,15.28,0.188,179,Stage 3 (Default),1,True,Approved,Tier 1: Prime Plus
LN042621,2026-07-31,Consumer Durable,103300.0,806,51000.0,15.57,0.163,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042624,2026-02-27,Two-Wheeler,94200.0,719,147000.0,17.02,0.312,0,Current,0,True,Approved,Tier 3: Near Prime
LN042626,2025-09-28,Consumer Durable,46800.0,695,37000.0,17.42,0.398,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042629,2024-12-04,Consumer Durable,104900.0,701,49000.0,17.32,0.473,0,Current,0,True,Approved,Tier 3: Near Prime
LN042633,2026-06-25,Two-Wheeler,33900.0,802,67000.0,15.63,0.536,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042634,2025-03-14,Consumer Durable,24300.0,749,32000.0,16.52,0.444,0,Current,0,True,Approved,Tier 3: Near Prime
LN042635,2024-10-13,Personal Loan,159300.0,679,431000.0,17.68,0.357,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042636,2026-06-26,Consumer Durable,63000.0,679,19000.0,17.68,0.202,8,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN042638,2026-03-20,Two-Wheeler,40900.0,724,75000.0,16.93,0.426,0,Current,0,True,Approved,Tier 3: Near Prime
LN042639,2025-12-22,Two-Wheeler,122800.0,668,46000.0,17.87,0.122,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042640,2025-07-19,Personal Loan,128400.0,714,466000.0,17.1,0.352,11,Stage 1,0,True,Approved,Tier 3: Near Prime
LN042643,2025-07-16,Consumer Durable,39300.0,806,42000.0,15.57,0.273,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042644,2026-01-06,Personal Loan,77700.0,651,147000.0,18.15,0.204,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042645,2025-03-27,Two-Wheeler,39600.0,734,61000.0,16.77,0.357,0,Current,0,True,Approved,Tier 3: Near Prime
LN042646,2025-06-04,Two-Wheeler,15400.0,674,53000.0,17.77,0.239,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042647,2024-08-25,Two-Wheeler,26400.0,837,83000.0,15.05,0.355,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042648,2026-07-11,Consumer Durable,91600.0,801,26000.0,15.65,0.274,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042650,2026-06-27,Two-Wheeler,78500.0,706,128000.0,17.23,0.17,0,Current,0,True,Approved,Tier 3: Near Prime
LN042651,2025-04-22,Two-Wheeler,61300.0,842,72000.0,14.97,0.503,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042652,2026-01-25,Two-Wheeler,32000.0,697,95000.0,17.38,0.536,4,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN042654,2025-09-07,Consumer Durable,33700.0,862,35000.0,14.63,0.389,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042656,2024-09-05,Two-Wheeler,16800.0,748,52000.0,16.53,0.543,0,Current,0,True,Approved,Tier 3: Near Prime
LN042662,2024-09-19,Consumer Durable,34900.0,713,43000.0,17.12,0.339,0,Current,0,True,Approved,Tier 3: Near Prime
LN042663,2025-01-05,Consumer Durable,33300.0,810,73000.0,15.5,0.178,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042665,2026-07-09,Personal Loan,94500.0,715,96000.0,17.08,0.502,0,Current,0,True,Approved,Tier 3: Near Prime
LN042666,2025-11-06,Consumer Durable,36000.0,692,43000.0,17.47,0.336,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042667,2026-04-18,Personal Loan,32500.0,698,309000.0,17.37,0.493,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042668,2025-08-10,Consumer Durable,25300.0,900,22000.0,14.0,0.388,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042669,2024-08-12,Personal Loan,66500.0,715,565000.0,17.08,0.514,0,Current,0,True,Approved,Tier 3: Near Prime
LN042670,2026-04-25,Two-Wheeler,41200.0,680,108000.0,17.67,0.457,78,Stage 2,0,True,Approved,Tier 4: Sub-Prime
LN042673,2026-07-05,Personal Loan,73200.0,812,103000.0,15.47,0.518,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042674,2025-02-22,Two-Wheeler,53400.0,748,118000.0,16.53,0.252,0,Current,0,True,Approved,Tier 3: Near Prime
LN042676,2026-01-21,Two-Wheeler,69200.0,674,50000.0,17.77,0.491,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042679,2025-04-16,Two-Wheeler,55500.0,744,78000.0,16.6,0.41,0,Current,0,True,Approved,Tier 3: Near Prime
LN042680,2025-12-27,Personal Loan,134100.0,735,488000.0,16.75,0.514,0,Current,0,True,Approved,Tier 3: Near Prime
LN042681,2026-03-22,Personal Loan,108500.0,867,849000.0,14.55,0.508,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042683,2025-07-02,Two-Wheeler,89800.0,739,63000.0,16.68,0.269,0,Current,0,True,Approved,Tier 3: Near Prime
LN042684,2025-01-28,Consumer Durable,72500.0,860,73000.0,14.67,0.184,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042685,2025-12-15,Two-Wheeler,35600.0,757,61000.0,16.38,0.343,0,Current,0,True,Approved,Tier 2: Prime
LN042686,2025-06-09,Personal Loan,128100.0,650,208000.0,18.17,0.209,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042690,2025-01-26,Personal Loan,86500.0,669,536000.0,17.85,0.544,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042691,2024-09-16,Personal Loan,40100.0,730,311000.0,16.83,0.458,0,Current,0,True,Approved,Tier 3: Near Prime
LN042697,2024-12-11,Two-Wheeler,90900.0,715,117000.0,17.08,0.245,0,Current,0,True,Approved,Tier 3: Near Prime
LN042698,2024-12-05,Personal Loan,131900.0,684,141000.0,17.6,0.374,24,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN042700,2025-04-02,Personal Loan,56300.0,753,360000.0,16.45,0.447,0,Current,0,True,Approved,Tier 2: Prime
LN042701,2024-12-28,Personal Loan,48600.0,766,483000.0,16.23,0.497,0,Current,0,True,Approved,Tier 2: Prime
LN042702,2026-02-02,Consumer Durable,145100.0,816,47000.0,15.4,0.214,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042704,2026-01-18,Two-Wheeler,149100.0,711,117000.0,17.15,0.234,0,Current,0,True,Approved,Tier 3: Near Prime
LN042705,2024-09-23,Two-Wheeler,103500.0,781,93000.0,15.98,0.275,0,Current,0,True,Approved,Tier 2: Prime
LN042708,2026-06-14,Consumer Durable,25600.0,832,32000.0,15.13,0.185,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042710,2025-02-19,Personal Loan,52000.0,728,559000.0,16.87,0.483,0,Current,0,True,Approved,Tier 3: Near Prime
LN042712,2026-03-14,Consumer Durable,93900.0,805,70000.0,15.58,0.25,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042713,2025-09-22,Consumer Durable,54700.0,674,78000.0,17.77,0.393,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042715,2025-10-12,Personal Loan,135800.0,654,991000.0,18.1,0.404,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042718,2024-08-25,Two-Wheeler,34500.0,691,102000.0,17.48,0.229,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042719,2025-02-26,Two-Wheeler,138400.0,663,50000.0,17.95,0.232,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042721,2026-01-06,Consumer Durable,43700.0,741,67000.0,16.65,0.452,0,Current,0,True,Approved,Tier 3: Near Prime
LN042722,2026-05-12,Consumer Durable,36000.0,798,32000.0,15.7,0.203,5,Stage 1,0,True,Approved,Tier 2: Prime
LN042726,2024-09-21,Personal Loan,91800.0,727,722000.0,16.88,0.392,0,Current,0,True,Approved,Tier 3: Near Prime
LN042727,2025-07-30,Personal Loan,232000.0,763,895000.0,16.28,0.388,0,Current,0,True,Approved,Tier 2: Prime
LN042729,2026-03-02,Consumer Durable,35500.0,828,60000.0,15.2,0.511,33,Stage 2,0,True,Approved,Tier 1: Prime Plus
LN042732,2025-05-19,Personal Loan,77300.0,794,632000.0,15.77,0.476,0,Current,0,True,Approved,Tier 2: Prime
LN042736,2025-07-12,Two-Wheeler,50200.0,900,121000.0,14.0,0.287,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042737,2024-11-28,Two-Wheeler,47900.0,658,53000.0,18.03,0.172,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042738,2026-01-15,Two-Wheeler,15000.0,843,83000.0,14.95,0.314,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042741,2026-04-28,Two-Wheeler,52300.0,704,51000.0,17.27,0.232,19,Stage 1,0,True,Approved,Tier 3: Near Prime
LN042742,2025-04-23,Personal Loan,52100.0,806,389000.0,15.57,0.452,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042746,2025-05-02,Personal Loan,158800.0,869,837000.0,14.52,0.283,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042748,2024-09-29,Two-Wheeler,31000.0,681,87000.0,17.65,0.232,10,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN042749,2025-01-31,Two-Wheeler,103800.0,714,46000.0,17.1,0.393,0,Current,0,True,Approved,Tier 3: Near Prime
LN042751,2025-11-17,Consumer Durable,50800.0,785,69000.0,15.92,0.22,0,Current,0,True,Approved,Tier 2: Prime
LN042752,2025-10-13,Two-Wheeler,127300.0,657,49000.0,18.05,0.505,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042753,2026-05-02,Consumer Durable,34700.0,692,58000.0,17.47,0.315,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042754,2025-04-25,Two-Wheeler,35500.0,696,109000.0,17.4,0.497,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042756,2024-10-23,Consumer Durable,54000.0,703,31000.0,17.28,0.384,0,Current,0,True,Approved,Tier 3: Near Prime
LN042757,2025-04-16,Consumer Durable,90800.0,691,15000.0,17.48,0.386,21,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN042761,2025-02-12,Consumer Durable,38800.0,729,25000.0,16.85,0.136,0,Current,0,True,Approved,Tier 3: Near Prime
LN042763,2025-04-06,Two-Wheeler,38100.0,716,80000.0,17.07,0.326,0,Current,0,True,Approved,Tier 3: Near Prime
LN042765,2025-12-19,Personal Loan,104000.0,749,181000.0,16.52,0.293,0,Current,0,True,Approved,Tier 3: Near Prime
LN042767,2025-10-25,Two-Wheeler,64000.0,747,71000.0,16.55,0.214,0,Current,0,True,Approved,Tier 3: Near Prime
LN042771,2025-09-11,Two-Wheeler,114800.0,730,63000.0,16.83,0.491,0,Current,0,True,Approved,Tier 3: Near Prime
LN042775,2024-09-07,Consumer Durable,48900.0,718,51000.0,17.03,0.221,34,Stage 2,0,True,Approved,Tier 3: Near Prime
LN042778,2026-04-19,Two-Wheeler,44600.0,667,87000.0,17.88,0.455,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042779,2024-08-07,Two-Wheeler,36200.0,828,113000.0,15.2,0.294,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042781,2024-09-30,Consumer Durable,55900.0,801,27000.0,15.65,0.147,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042782,2025-10-13,Personal Loan,70700.0,882,379000.0,14.3,0.483,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042783,2025-06-27,Two-Wheeler,50900.0,745,41000.0,16.58,0.344,0,Current,0,True,Approved,Tier 3: Near Prime
LN042785,2025-08-23,Personal Loan,119600.0,716,268000.0,17.07,0.33,0,Current,0,True,Approved,Tier 3: Near Prime
LN042786,2025-04-08,Consumer Durable,129600.0,775,68000.0,16.08,0.222,0,Current,0,True,Approved,Tier 2: Prime
LN042787,2025-04-13,Two-Wheeler,93200.0,836,128000.0,15.07,0.513,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042793,2025-05-16,Consumer Durable,52500.0,787,20000.0,15.88,0.262,0,Current,0,True,Approved,Tier 2: Prime
LN042794,2024-08-08,Personal Loan,375100.0,889,780000.0,14.18,0.543,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042796,2024-12-16,Consumer Durable,63300.0,664,45000.0,17.93,0.186,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042797,2025-03-01,Consumer Durable,90500.0,739,49000.0,16.68,0.201,0,Current,0,True,Approved,Tier 3: Near Prime
LN042798,2024-11-11,Two-Wheeler,33100.0,749,48000.0,16.52,0.308,0,Current,0,True,Approved,Tier 3: Near Prime
LN042806,2026-04-08,Personal Loan,61300.0,750,233000.0,16.5,0.542,50,Stage 2,0,True,Approved,Tier 2: Prime
LN042807,2025-12-17,Two-Wheeler,47800.0,674,111000.0,17.77,0.35,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042809,2026-06-18,Consumer Durable,60400.0,725,79000.0,16.92,0.229,0,Current,0,True,Approved,Tier 3: Near Prime
LN042811,2025-03-03,Personal Loan,84600.0,695,79000.0,17.42,0.532,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042812,2026-03-02,Two-Wheeler,191000.0,813,138000.0,15.45,0.423,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042813,2025-04-04,Personal Loan,45000.0,662,294000.0,17.97,0.425,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042815,2026-02-03,Two-Wheeler,147800.0,664,139000.0,17.93,0.247,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042817,2025-11-18,Consumer Durable,24300.0,666,33000.0,17.9,0.531,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042819,2026-01-04,Personal Loan,110000.0,816,346000.0,15.4,0.352,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042820,2026-04-07,Personal Loan,41300.0,857,363000.0,14.72,0.411,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042822,2024-08-25,Two-Wheeler,29300.0,682,58000.0,17.63,0.324,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042823,2026-02-19,Consumer Durable,42300.0,769,66000.0,16.18,0.534,18,Stage 1,0,True,Approved,Tier 2: Prime
LN042824,2025-05-24,Two-Wheeler,46400.0,833,88000.0,15.12,0.283,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042826,2025-06-15,Personal Loan,29300.0,674,116000.0,17.77,0.316,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042827,2024-12-19,Two-Wheeler,40100.0,806,81000.0,15.57,0.373,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042830,2024-09-28,Two-Wheeler,50100.0,669,90000.0,17.85,0.294,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042831,2025-04-18,Two-Wheeler,97700.0,735,102000.0,16.75,0.32,0,Current,0,True,Approved,Tier 3: Near Prime
LN042832,2025-02-11,Personal Loan,46500.0,751,375000.0,16.48,0.434,0,Current,0,True,Approved,Tier 2: Prime
LN042833,2025-06-25,Two-Wheeler,16700.0,673,44000.0,17.78,0.477,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042835,2025-03-13,Two-Wheeler,32900.0,698,85000.0,17.37,0.213,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042836,2026-05-15,Two-Wheeler,93100.0,753,60000.0,16.45,0.343,0,Current,0,True,Approved,Tier 2: Prime
LN042839,2024-11-28,Two-Wheeler,28700.0,745,139000.0,16.58,0.33,0,Current,0,True,Approved,Tier 3: Near Prime
LN042840,2025-07-15,Two-Wheeler,56800.0,732,45000.0,16.8,0.139,5,Stage 1,0,True,Approved,Tier 3: Near Prime
LN042842,2024-09-26,Consumer Durable,40200.0,763,62000.0,16.28,0.526,28,Stage 1,0,True,Approved,Tier 2: Prime
LN042843,2026-02-08,Two-Wheeler,22000.0,763,47000.0,16.28,0.529,0,Current,0,True,Approved,Tier 2: Prime
LN042844,2024-08-18,Two-Wheeler,43500.0,705,112000.0,17.25,0.458,0,Current,0,True,Approved,Tier 3: Near Prime
LN042846,2026-07-08,Consumer Durable,32200.0,667,74000.0,17.88,0.303,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042847,2025-10-23,Two-Wheeler,44100.0,694,67000.0,17.43,0.173,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042848,2025-09-02,Two-Wheeler,89400.0,727,90000.0,16.88,0.204,0,Current,0,True,Approved,Tier 3: Near Prime
LN042849,2026-03-31,Two-Wheeler,58000.0,742,73000.0,16.63,0.338,0,Current,0,True,Approved,Tier 3: Near Prime
LN042854,2024-12-27,Two-Wheeler,20100.0,840,85000.0,15.0,0.531,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042857,2026-06-26,Two-Wheeler,69700.0,773,52000.0,16.12,0.179,0,Current,0,True,Approved,Tier 2: Prime
LN042860,2025-06-05,Two-Wheeler,72200.0,696,64000.0,17.4,0.286,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042863,2026-03-05,Two-Wheeler,31200.0,700,111000.0,17.33,0.414,136,Stage 3 (Default),1,True,Approved,Tier 3: Near Prime
LN042864,2026-02-22,Two-Wheeler,34700.0,743,60000.0,16.62,0.304,0,Current,0,True,Approved,Tier 3: Near Prime
LN042865,2024-11-25,Two-Wheeler,47900.0,659,108000.0,18.02,0.28,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042866,2026-03-15,Two-Wheeler,50300.0,820,95000.0,15.33,0.201,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042867,2026-05-30,Consumer Durable,143700.0,785,36000.0,15.92,0.146,0,Current,0,True,Approved,Tier 2: Prime
LN042868,2026-07-14,Personal Loan,82400.0,742,434000.0,16.63,0.472,10,Stage 1,0,True,Approved,Tier 3: Near Prime
LN042869,2025-06-22,Consumer Durable,52500.0,777,37000.0,16.05,0.195,0,Current,0,True,Approved,Tier 2: Prime
LN042870,2025-02-17,Personal Loan,136700.0,812,743000.0,15.47,0.54,0,Current,0,True,Approved,Tier 1: Prime Plus
LN042871,2025-09-21,Two-Wheeler,207300.0,677,83000.0,17.72,0.189,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN042874,2024-10-22,Consumer Durable,23300.0,900,57000.0,14.0,0.194,0,Current,0,True,Approved,Tier 1: Prime Plus
